date,channel,sample
1657011465.690995,0,-0.058933407012784045
1657011465.691193,1,-0.22502580159443397
1657011465.691366,2,-0.0869230512848791
1657011465.691538,3,-0.17242987664357834
1657011465.692294,0,-0.1355204556254339
1657011465.692466,1,-0.24778661122229018
1657011465.692636,2,0.9911396209534207
1657011465.692805,3,0.0687116740082967
1657011465.693552,0,0.04841149244831655
1657011465.693722,1,-0.20964687617020772
1657011465.693891,2,1.673656331280604
1657011465.694061,3,0.26310129137052485
1657011465.694806,0,0.21388873001299835
1657011465.694975,1,-0.15612821569389723
1657011465.695144,2,2.2174551342812627
1657011465.695314,3,0.4796365613436375
1657011465.696057,0,0.3747522899504112
1657011465.696226,1,-0.1019943982006204
1657011465.696396,2,2.258670654418191
1657011465.696575,3,0.5291567012096472
1657011465.697319,0,0.42088906622309175
1657011465.697488,1,-0.08292453067457828
1657011465.697657,2,2.2663601171303043
1657011465.697826,3,0.6026679647374511
1657011465.698571,0,0.44088166927458516
1657011465.69874,1,-0.07000623331822808
1657011465.698909,2,1.7219461571126775
1657011465.699078,3,0.4833275034454516
1657011465.699822,0,0.3350746623559058
1657011465.69999,1,-0.07861843155579606
1657011465.70016,2,1.0443507029212444
1657011465.700329,3,0.3698310338146591
1657011465.701073,0,0.18805213530029619
1657011465.701243,1,-0.11706574511636347
1657011465.701412,2,-0.01248905223162211
1657011465.701582,3,0.180670251096668
1657011465.702325,0,-0.02848313467281649
1657011465.702505,1,-0.18504059549144536
1657011465.702674,2,-1.068406071859032
1657011465.702843,3,-0.05431972938551688
1657011465.703586,0,-0.2619352226125784
1657011465.703757,1,-0.2640882721719713
1657011465.703925,2,-1.7490773111353093
1657011465.704095,3,-0.25301544586652724
1657011465.704838,0,-0.44063833604209357
1657011465.705008,1,-0.33575406464886726
1657011465.705177,2,-2.2731910895929577
1657011465.705355,3,-0.46770524478873376
1657011465.706098,0,-0.5839699209958873
1657011465.706267,1,-0.39634703082032097
1657011465.706436,2,-2.3156369237638232
1657011465.706605,3,-0.5126117070274745
1657011465.707348,0,-0.6368734244552279
1657011465.707518,1,-0.4283351957027133
1657011465.707687,2,-2.3174823948147303
1657011465.707856,3,-0.5922745407249703
1657011465.708602,0,-0.6620948621509584
1657011465.708771,1,-0.4424838070930015
1657011465.708941,2,-1.7579970878813604
1657011465.709109,3,-0.46063093909358876
1657011465.709852,0,-0.5513665990965269
1657011465.710021,1,-0.4283351957027133
1657011465.71019,2,-1.0844001543002264
1657011465.710359,3,-0.3560542462088474
1657011465.711103,0,-0.41664721238029934
1657011465.711272,1,-0.39296366722699005
1657011465.711441,2,-0.006337482061928412
1657011465.71161,3,-0.16443283542298026
1657011465.712354,0,-0.20226499196657954
1657011465.712523,1,-0.32375850281797014
1657011465.712691,2,1.0277414634630784
1657011465.71286,3,0.07424808716102049
1657011465.713603,0,0.023190054752586065
1657011465.713772,1,-0.236098627899878
1657011465.71394,2,1.7081051242308725
1657011465.714109,3,0.2707907540826362
1657011465.714852,0,0.20404621774149412
1657011465.715022,1,-0.16566314945692007
1657011465.715191,2,2.223606704450953
1657011465.71536,3,0.4860957100218126
1657011465.716103,0,0.36091125706860616
1657011465.716273,1,-0.10537776179394953
1657011465.716441,2,2.2595933899436442
1657011465.71661,3,0.5334628003284294
1657011465.717353,0,0.4092010829006796
1657011465.717521,1,-0.0749274894539802
1657011465.717691,2,2.262669175028492
1657011465.717859,3,0.6106650059580492
1657011465.718605,0,0.43596041313883127
1657011465.718774,1,-0.06231677060611496
1657011465.718943,2,1.7013383970442124
1657011465.719112,3,0.4864032885302976
1657011465.719856,0,0.34522475313589496
1657011465.720035,1,-0.08015632409821905
1657011465.720203,2,1.0129776950558202
1657011465.720372,3,0.3741371329334413
1657011465.721116,0,0.20035527563967825
1657011465.721285,1,-0.12075668721817578
1657011465.721454,2,-0.066315291216414
1657011465.721623,3,0.17882478004576186
1657011465.722365,0,-0.02571492809645548
1657011465.722535,1,-0.18719364505083647
1657011465.722704,2,-1.0902441459614334
1657011465.722881,3,-0.05585762192793986
1657011465.723624,0,-0.2545533384089502
1657011465.723793,1,-0.26593374322287744
1657011465.723962,2,-1.7718381207631637
1657011465.724131,3,-0.25732154498531123
1657011465.724874,0,-0.43663981543179453
1657011465.725044,1,-0.34651931244582634
1657011465.725213,2,-2.2774971887117417
1657011465.725382,3,-0.473241657941454
1657011465.726125,0,-0.5925821192334553
1657011465.726294,1,-0.40865017115970304
1657011465.726463,2,-2.316252080780793
1657011465.726632,3,-0.5147647565868674
1657011465.727375,0,-0.6439477301503711
1657011465.727544,1,-0.42587456763483544
1657011465.727713,2,-2.3177899733232152
1657011465.727881,3,-0.5855078135383103
1657011465.728645,0,-0.6728601099479175
1657011465.728815,1,-0.4412534930590635
1657011465.728984,2,-1.7244710304565452
1657011465.729153,3,-0.4492505342796598
1657011465.729896,0,-0.561516689876516
1657011465.730065,1,-0.42003057597363025
1657011465.730234,2,-1.0524119894178359
1657011465.730403,3,-0.3468268909543113
1657011465.731146,0,-0.4132638487869702
1657011465.731318,1,-0.3809681053960947
1657011465.731487,2,0.050872120516194386
1657011465.731656,3,-0.14228718281209396
1657011465.732399,0,-0.17981176084720651
1657011465.732568,1,-0.3126856765125279
1657011465.732737,2,1.0551159507182035
1657011465.732906,3,0.08716638451737069
1657011465.733649,0,0.04318265780408126
1657011465.733818,1,-0.23517589237442493
1657011465.733997,2,1.747782751825378
1657011465.734175,3,0.2910909356426181
1657011465.734918,0,0.2271146058778335
1657011465.735087,1,-0.16381767840601213
1657011465.735256,2,2.230988588654583
1657011465.735424,3,0.4854805530048427
1657011465.736168,0,0.3796735460861633
1657011465.736337,1,-0.11460511704848564
1657011465.736506,2,2.264207067570913
1657011465.736675,3,0.5362310069047904
1657011465.737418,0,0.42396485130793593
1657011465.737589,1,-0.08477000172548621
1657011465.737758,2,2.249443299163655
1657011465.737931,3,0.6078967993816882
1657011465.738677,0,0.4378058841897392
1657011465.738847,1,-0.06139403508066188
1657011465.739015,2,1.6512031001612328
1657011465.739184,3,0.46764099951273863
1657011465.739928,0,0.3169275303553185
1657011465.740107,1,-0.07954116708124914
1657011465.740275,2,0.9613045056304195
1657011465.740444,3,0.3584506290007301
1657011465.741187,0,0.17113531733364873
1657011465.741356,1,-0.12290973677756867
1657011465.741524,2,-0.14659328193087795
1657011465.741693,3,0.15145029279063849
1657011465.742436,0,-0.0533969938600638
1657011465.742604,1,-0.19211490118658858
1657011465.742773,2,-1.1296141950474539
1657011465.742942,3,-0.07646538199640318
1657011465.743685,0,-0.2831581396980116
1657011465.743854,1,-0.2727004704095375
1657011465.744023,2,-1.8115157483576692
1657011465.744192,3,-0.27577625549438345
1657011465.744936,0,-0.4563248399748048
1657011465.745105,1,-0.3431359488524972
1657011465.745274,2,-2.2839563373899168
1657011465.745443,3,-0.477547757060238
1657011465.746187,0,-0.5922745407249703
1657011465.746355,1,-0.40003797292213505
1657011465.746524,2,-2.3205581798995754
1657011465.746694,3,-0.5221466407904956
1657011465.747436,0,-0.6427174161164331
1657011465.747605,1,-0.4311034022790743
1657011465.747774,2,-2.304256518949895
1657011465.747954,3,-0.5870457060807333
1657011465.748698,0,-0.6599418125915673
1657011465.748882,1,-0.4440216996354245
1657011465.749051,2,-1.6814100392687106
1657011465.749228,3,-0.44432927814390766
1657011465.749972,0,-0.5402937727910846
1657011465.750141,1,-0.43141098078755746
1657011465.75031,2,-0.9985857504330422
1657011465.750479,3,-0.34590415542885644
1657011465.751222,0,-0.40280617949849606
1657011465.751392,1,-0.390503039159114
1657011465.751561,2,0.13545621034944055
1657011465.751729,3,-0.1290613069472588
1657011465.752473,0,-0.17396776918600132
1657011465.752642,1,-0.3083795773937439
1657011465.752811,2,1.0963314708551302
1657011465.75298,3,0.08901185556827684
1657011465.753723,0,0.041029608244688376
1657011465.753893,1,-0.22810158667927993
1657011465.754062,2,1.7902285859962426
1657011465.754231,3,0.2990879768632144
1657011465.754974,0,0.22557671333541052
1657011465.755143,1,-0.15797368674480516
1657011465.755311,2,2.2328340597054908
1657011465.75548,3,0.4913245446660497
1657011465.756224,0,0.3686007197807193
1657011465.756393,1,-0.10168681969213544
1657011465.756562,2,2.2648222245878813
1657011465.756731,3,0.5457659406678133
1657011465.757474,0,0.416275388595821
1657011465.757643,1,-0.073389596911559
1657011465.757812,2,2.239293208383666
1657011465.757982,3,0.6082043778901731
1657011465.758719,0,0.4439574543594311
1657011465.758881,1,-0.06108645657217693
1657011465.759043,2,1.6296726045673164
1657011465.759204,3,0.4654879499533475
1657011465.759939,0,0.3289230921862156
1657011465.760101,1,-0.08477000172548621
1657011465.760263,2,0.9600741915964797
1657011465.760424,3,0.37013861232314227
1657011465.76116,0,0.19481886248695623
1657011465.761322,1,-0.12506278633695977
1657011465.761483,2,-0.11275964599757948
1657011465.761645,3,0.16959742479122575
1657011465.762381,0,-0.026022506604938656
1657011465.762542,1,-0.18996185162719748
1657011465.762704,2,-1.0951654020971855
1657011465.762874,3,-0.05401215087703193
1657011465.76361,0,-0.25670638796834133
1657011465.763772,1,-0.26531858620590754
1657011465.763934,2,-1.7721456992716487
1657011465.764095,3,-0.2542457599004653
1657011465.764831,0,-0.4418686500760316
1657011465.764992,1,-0.33636922166583716
1657011465.765154,2,-2.274421403626895
1657011465.765324,3,-0.46647493075479396
1657011465.766061,0,-0.5965806398437543
1657011465.766223,1,-0.3981925018712289
1657011465.766384,2,-2.307639882543225
