date,channel,sample
1657011835.55482,0,-0.07646538199640318
1657011835.555322,1,-0.2391744129847222
1657011835.555775,2,1.8751202543379737
1657011835.556223,3,0.38674785178130655
1657011835.557821,0,0.24249353130205975
1657011835.558314,1,-0.16012673630419627
1657011835.558759,2,2.3060377447248097
1657011835.559203,3,0.6174317331447092
1657011835.560771,0,0.39228426493402857
1657011835.561216,1,-0.10722323284485746
1657011835.561656,2,1.1015603054993672
1657011835.562098,3,0.36460219917042025
1657011835.563664,0,0.18313087916454407
1657011835.564106,1,-0.14197960430361078
1657011835.564545,2,-1.2428030861697632
1657011835.564983,3,-0.1305991994896818
1657011835.566547,0,-0.2548609169174334
1657011835.566987,1,-0.26070490857864037
1657011835.567428,2,-2.309177775085648
1657011835.567927,3,-0.5033843517729402
1657011835.569497,0,-0.5541348056728879
1657011835.569937,1,-0.36282097339550745
1657011835.570378,2,-1.8693405079527619
1657011835.570817,3,-0.44648232770330054
1657011835.572381,0,-0.5261451614007946
1657011835.572824,1,-0.37081801461610375
1657011835.573262,2,0.23541922560691653
1657011835.573703,3,-0.041093853520681733
1657011835.575264,0,-0.14567054640542487
1657011835.575705,1,-0.29300065196951763
1657011835.576143,2,2.067049243632326
1657011835.576582,3,0.4507241815460894
1657011835.57815,0,0.25971792777719394
1657011835.578591,1,-0.17304503366054824
1657011835.579032,2,2.302654381131479
1657011835.579471,3,0.6100498489410793
1657011835.581036,0,0.38797816581524636
1657011835.581474,1,-0.11829605915029973
1657011835.581942,2,0.9253178201377299
1657011835.582382,3,0.32677004262682274
1657011835.583946,0,0.15667912743487378
1657011835.584389,1,-0.16443283542298026
1657011835.584828,2,-1.38767256366598
1657011835.585269,3,-0.17950418233872334
1657011835.586831,0,-0.2960764370543618
1657011835.587272,1,-0.2696246853246915
1657011835.58771,2,-2.313791452712916
1657011835.588363,3,-0.5190708557056496
1657011835.589932,0,-0.5538272271644029
1657011835.590375,1,-0.3597451883106615
1657011835.590815,2,-1.6008244700457634
1657011835.591253,3,-0.40372891502394914
1657011835.592718,0,-0.46893555882267
