date,channel,sample
1657011700.274322,0,-0.08415484470851808
1657011700.274759,1,-0.240404727018662
1657011700.27515,2,-1.1883616901680014
1657011700.275533,3,-0.2284091651877631
1657011700.276557,0,-0.304996213800413
1657011700.276939,1,-0.2942309660034539
1657011700.277321,2,-0.5781259293346821
1657011700.277699,3,-0.10507018328546458
1657011700.278716,0,-0.24163504105260003
1657011700.279105,1,-0.2850036107489178
1657011700.279492,2,0.3144669022874407
1657011700.279878,3,0.06563588892345251
1657011700.280887,0,-0.07400475392852712
1657011700.281274,1,-0.2613200655956085
1657011700.281658,2,0.9843728937667606
1657011700.282042,3,0.20835231686027633
1657011700.28305,0,0.08162997136464689
1657011700.283437,1,-0.2074938266108166
1657011700.283822,2,1.1953717505871513
1657011700.284205,3,0.2434162668275146
1657011700.285214,0,0.14683661516336777
1657011700.285599,1,-0.18227238891508435
1657011700.286011,2,0.9096313162050169
1657011700.286397,3,0.1929733914360483
1657011700.287407,0,0.09424069021251213
1657011700.287795,1,-0.18934669461022935
1657011700.28821,2,0.2228085067590495
1657011700.288595,3,0.06532831041496756
1657011700.289604,0,-0.0318664982661474
1657011700.289989,1,-0.22071970247565176
1657011700.290374,2,-0.6393340525231039
1657011700.29076,3,-0.09153672891214626
1657011700.291769,0,-0.20072709942415656
1657011700.292154,1,-0.2683943712907535
1657011700.292537,2,-1.2086618717279798
1657011700.292922,3,-0.2225651735265579
1657011700.29393,0,-0.3332934365809912
1657011700.294313,1,-0.30868715590222884
1657011700.294698,2,-1.2354212019661333
1657011700.295084,3,-0.23425315684897008
1657011700.296092,0,-0.36220581637853755
1657011700.296477,1,-0.32498881685190817
1657011700.296862,2,-0.6980815476436515
1657011700.297248,3,-0.12352489379453857
1657011700.298289,0,-0.2705474208501464
1657011700.298673,1,-0.3037658997664767
1657011700.299059,2,0.11577118580643031
1657011700.299493,3,0.0416447652616565
1657011700.300504,0,-0.10383986925152655
1657011700.300887,1,-0.2640882721719713
1657011700.301272,2,0.8554974987117383
1657011700.301656,3,0.175133837943946
1657011700.302664,0,0.04041445122771847
1657011700.303049,1,-0.2148757108144448
1657011700.303434,2,1.1907580729598841
1657011700.303818,3,0.2394177462172138
1657011700.304825,0,0.13883957394277147
1657011700.305209,1,-0.17642839725387915
1657011700.305594,2,1.0381991327515543
1657011700.305977,3,0.22096303570814158
1657011700.306986,0,0.10715898756886588
1657011700.30737,1,-0.17673597576236233
1657011700.307755,2,0.3962827855443294
1657011700.308139,3,0.10100741739917218
1657011700.309148,0,-0.0008010689092081691
1657011700.309535,1,-0.21518328932292974
1657011700.309919,2,-0.5043070872983932
1657011700.310302,3,-0.066315291216414
1657011700.311311,0,-0.17242987664357834
1657011700.311697,1,-0.25301544586652724
1657011700.31208,2,-1.139149128810475
1657011700.312464,3,-0.21579844633989964
1657011700.313473,0,-0.323143345801002
1657011700.313858,1,-0.311762940987073
1657011700.314242,2,-1.243418243186733
1657011700.314624,3,-0.2339455783404869
1657011700.315632,0,-0.36774222953125957
1657011700.316018,1,-0.3332934365809912
1657011700.316401,2,-0.8361842979532064
1657011700.316785,3,-0.14659328193087795
1657011700.317794,0,-0.28869455285073364
1657011700.318208,1,-0.3142235690549491
1657011700.318592,2,-0.10691565433637251
1657011700.318977,3,-0.010336002672229228
1657011700.319984,0,-0.15120695955814512
1657011700.320369,1,-0.2831581396980116
1657011700.320753,2,0.6863293190452442
1657011700.321139,3,0.13668652438338036
1657011700.322145,0,0.0038126087180589963
1657011700.322529,1,-0.23086979325564094
1657011700.322913,2,1.175379147535656
1657011700.323299,3,0.23911016770872884
1657011700.324307,0,0.13176526824762824
1657011700.324719,1,-0.1841178599659905
1657011700.325104,2,1.1443137181787186
1657011700.325489,3,0.25049057252265783
1657011700.326496,0,0.1286894831627805
1657011700.32688,1,-0.1727374551520633
1657011700.327263,2,0.5466886761932663
1657011700.327649,3,0.12745916912884248
1657011700.328663,0,0.03180225299015227
1657011700.329046,1,-0.19918920688173358
1657011700.32943,2,-0.33021765149614524
1657011700.329815,3,-0.03648017589341457
1657011700.330822,0,-0.14382507535451694
1657011700.331206,1,-0.24009714851017705
1657011700.331618,2,-1.0115040477893924
1657011700.332002,3,-0.18350270294902238
1657011700.33301,0,-0.29515370152890874
1657011700.333394,1,-0.30284316424102187
1657011700.33378,2,-1.2501849703733914
1657011700.334164,3,-0.22441064457746585
1657011700.335172,0,-0.3640512874294437
1657011700.335556,1,-0.32652670939433115
1657011700.335941,2,-0.9862826100936601
1657011700.336324,3,-0.17673597576236233
1657011700.337331,0,-0.32345092430948696
1657011700.337715,1,-0.3323707010555381
1657011700.338106,2,-0.3305252300046302
1657011700.338489,3,-0.055242464910971734
1657011700.339497,0,-0.19795889284779555
1657011700.339882,1,-0.2954612800373937
1657011700.340267,2,0.5466886761932663
1657011700.340651,3,0.10869688011128709
1657011700.341658,0,-0.018025465384340578
1657011700.342042,1,-0.24225019806956816
1657011700.342425,2,1.1378545695005435
1657011700.342808,3,0.24064806025115182
1657011700.343814,0,0.12007728492521608
1657011700.344207,1,-0.1948831077629496
1657011700.34459,2,1.1803004036714082
1657011700.344974,3,0.2569497212008329
1657011700.345982,0,0.14714419367185272
1657011700.346367,1,-0.17304503366054824
1657011700.346751,2,0.6832535339604
1657011700.347134,3,0.15145029279063849
1657011700.348344,0,0.0628676823470915
1657011700.348734,1,-0.1918073226781054
1657011700.34912,2,-0.1970361573223407
1657011700.34953,3,-0.018025465384340578
1657011700.35054,0,-0.11675816660787675
1657011700.350923,1,-0.24594114017138224
1657011700.351306,2,-0.9195380737525163
1657011700.35162,3,-0.15459032315147603
1657011700.352432,0,-0.27362320593499057
1657011700.352656,1,-0.2868490817998257
1657011700.35288,2,-1.2369590945085562
1657011700.353103,3,-0.22133485949261988
1657011700.353927,0,-0.35513151068339255
1657011700.354154,1,-0.3209902962416109
1657011700.354377,2,-1.2437258216952163
1657011700.354601,3,-0.23456073535745503
1657011700.355411,0,-0.3766620062773107
1657011700.355634,1,-0.3495950975306723
1657011700.355858,2,-0.9899735521954742
1657011700.35608,3,-0.19242247969507353
1657011700.356891,0,-0.3440586843779503
1657011700.357127,1,-0.33513890763189735
1657011700.35735,2,-0.5476756569947128
1657011700.357573,3,-0.10845354687879549
1657011700.358387,0,-0.24132746254411508
1657011700.35861,1,-0.314838726071919
1657011700.358833,2,0.053640327092555395
1657011700.359056,3,0.002582294684120967
1657011700.359865,0,-0.13213709203210477
1657011700.360088,1,-0.2748535199689286
1657011700.360311,2,0.58636630378777
1657011700.360533,3,0.10531351651795795
1657011700.361344,0,-0.007567796095868218
1657011700.361566,1,-0.23425315684897008
1657011700.361789,2,1.0409673393279135
1657011700.362013,3,0.21388873001299835
1657011700.362822,0,0.10592867353492608
1657011700.363046,1,-0.1905770086441656
1657011700.36327,2,1.182761031739286
1657011700.363493,3,0.2378798536747908
1657011700.364303,0,0.15729428445184368
1657011700.364526,1,-0.16443283542298026
1657011700.364749,2,1.165844213772635
1657011700.364972,3,0.25848761374325413
1657011700.365782,0,0.16190796207911085
1657011700.366005,1,-0.16935409155873415
1657011700.366228,2,0.8059773588457286
1657011700.366451,3,0.18036267258818306
1657011700.36726,0,0.07455566566950189
1657011700.367504,1,-0.1819648104065994
1657011700.367728,2,0.3735219759164714
1657011700.367967,3,0.11177266519613305
1657011700.36878,0,-0.002954118468599276
1657011700.369003,1,-0.2074938266108166
1657011700.369238,2,-0.29300065196951763
1657011700.369463,3,-0.01864062240131048
1657011700.370272,0,-0.1441326538630019
1657011700.370496,1,-0.2456335616628973
1657011700.370719,2,-0.7592896708320733
1657011700.370942,3,-0.10691565433637251
1657011700.371752,0,-0.2456335616628973
1657011700.371976,1,-0.28223540417255855
1657011700.372198,2,-1.1760585498286193
1657011700.372422,3,-0.2154908678314129
1657011700.373231,0,-0.34282837034401226
1657011700.373455,1,-0.31760693264828
1657011700.373679,2,-1.2483394993224852
1657011700.373902,3,-0.21856665291625887
1657011700.374712,0,-0.3683573865482277
1657011700.374935,1,-0.3339085935979611
1657011700.375158,2,-1.1760585498286193
1657011700.37538,3,-0.23210010728957897
1657011700.37619,0,-0.36159065936156765
1657011700.376413,1,-0.3477496264797644
1657011700.376637,2,-0.7417576958484542
1657011700.376861,3,-0.13644319115088877
1657011700.377671,0,-0.29638401556284677
1657011700.377908,1,-0.32437365983493827
1657011700.378133,2,-0.2816202471555904
1657011700.378357,3,-0.05954856402975395
1657011700.379167,0,-0.18811638057628954
1657011700.379391,1,-0.2926930734610327
1657011700.379614,2,0.3805962816116164
1657011700.379838,3,0.0628676823470915
1657011700.380647,0,-0.06262434911459991
1657011700.380871,1,-0.25240028884955734
1657011700.381095,2,0.8225865983038929
1657011700.381318,3,0.15698670594335873
1657011700.382127,0,0.049334227973771405
1657011700.38235,1,-0.2127226612550519
1657011700.382574,2,1.164613899738697
1657011700.382796,3,0.24126321726812172
1657011700.383605,0,0.13853199543428474
1657011700.383828,1,-0.1755056617284243
1657011700.384052,2,1.1975248001465424
1657011700.384288,3,0.24556931638690394
1657011700.385097,0,0.16406101163850373
1657011700.385321,1,-0.15828126525329012
1657011700.385544,2,1.0360460831921614
1657011700.385767,3,0.2304979694711644
1657011700.386577,0,0.13330316079004945
1657011700.3868,1,-0.17735113277933046
1657011700.387022,2,0.5915951384320088
1657011700.387246,3,0.14345325157003863
1657011700.38807,0,0.03210983149863722
1657011700.388294,1,-0.19426795074598147
1657011700.388517,2,0.058869161736792464
1657011700.38874,3,0.04841149244831655
1657011700.38955,0,-0.06477739867399279
1657011700.389773,1,-0.229024322204733
1657011700.389996,2,-0.551981756113495
1657011700.390219,3,-0.06385466314853616
1657011700.391044,0,-0.20441804152597065
1657011700.391268,1,-0.2674716357653004
1657011700.391492,2,-1.0007387999924333
1657011700.391715,3,-0.16504799243995016
1657011700.392525,0,-0.3037658997664767
1657011700.392748,1,-0.30161285020708384
1657011700.392971,2,-1.229269631796443
1657011700.393194,3,-0.2247182230859508
1657011700.394005,0,-0.36374370892096053
1657011700.394228,1,-0.325911552377363
1657011700.394451,2,-1.2388045655594642
1657011700.394674,3,-0.23517589237442493
1657011700.395484,0,-0.37635442776882577
1657011700.395706,1,-0.33852227122522827
